uri,artist_names,track_name,peak_rank,weeks_on_chart,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms
spotify:track:5YaskwnGDZFDRipaqzbwQx,"ATB, Topic, A7S",Your Love (9PM),39,5,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,125.993,4,150053
spotify:track:54bFM56PmE4YLRnqpW6Tha,Billie Eilish,Therefore I Am,2,16,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,94.009,4,174321
spotify:track:2vBET2pmrQqafaS6zIaYta,"Black Eyed Peas, Shakira",GIRL LIKE ME,36,11,0.964,0.486,2,-8.891,1,0.188,0.0194,0.04,0.0694,124.058,4,220659
spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),1,46,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,89.977,4,181733
spotify:track:2Oycxb8QbPkpHTo8ZrmG0B,"Miley Cyrus, Dua Lipa",Prisoner (feat. Dua Lipa),11,15,0.781,0.67,3,-3.912,0,0.0452,0.0103,0.0,0.0761,127.99,4,169333
spotify:track:1yoMvmasuxZfqHEipJhRbp,Maluma,Hawái,2,31,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,180.067,4,199112
spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,1,85,0.826,0.593,6,-6.401,0,0.0976,0.688,0.000161,0.17,98.083,4,209755
spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,35,27,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,124.053,4,240400
spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),1,30,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,133.073,4,187541
spotify:track:4loQgPwJHocL3dFwLfjb1J,"Rauw Alejandro, Anuel AA",Reloj,32,18,0.823,0.537,8,-2.627,1,0.211,0.176,3.75e-06,0.124,175.965,4,231595
spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,2,70,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,123.95,4,183290
spotify:track:0zLCBJZSiELJf02ucPP9wb,"SAINt JHN, Imanbek",Roses - Imanbek Remix,3,64,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,121.955,4,176867
spotify:track:4cG7HUWYHBV6R6tHn1gxrl,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,51,2,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,122.98,4,169153
spotify:track:2etHQJxIbV0soyPhelVs9Y,"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),52,8,0.84,0.766,4,-4.12,1,0.136,0.00302,3.61e-06,0.0684,94.018,4,155884
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,19,67,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,111.881,4,215107
spotify:track:7ndTONDDRFGiPnnhOzOXxq,"Manuel Turizo, Rauw Alejandro, Myke Towers",La Nota,21,21,0.736,0.632,11,-4.939,0,0.0648,0.18,0.0,0.349,92.03,4,216107
spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,12,32,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,102.078,3,198040
spotify:track:0PvFJmanyNQMseIFrU708S,"Pop Smoke, Lil Baby, DaBaby",For The Night (feat. Lil Baby & DaBaby),7,35,0.823,0.586,6,-6.606,0,0.2,0.114,0.0,0.193,125.971,4,190476
spotify:track:3FxPbp05KjMBa4HbhAJTH0,ElyOtto,SugarCrash!,57,2,0.745,0.74,0,-6.558,1,0.097,0.53,7.37e-05,0.0936,97.735,4,80118
spotify:track:2mM3gZ0BbPwPPMelbA8vgt,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",No Te Enamores - Remix,58,8,0.824,0.837,5,-4.603,1,0.107,0.573,1.66e-05,0.271,100.021,4,289933
spotify:track:1KixkQVDUHggZMU9dUobgm,Ava Max,My Head & My Heart,59,3,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,116.001,4,174760
spotify:track:1HbA4N1MiOsPthALesGFR1,"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),7,15,0.64,0.392,2,-7.246,0,0.0574,0.0593,0.0,0.0839,145.838,4,178994
spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,1,79,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,120.042,4,215280
spotify:track:20McUFi8KCIVdNDLrkTDuZ,HVME,Goosebumps,33,16,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,124.946,4,163208
spotify:track:4y4spB9m0Q6026KfkAvy9Q,"Justin Bieber, benny blanco",Lonely (with benny blanco),5,20,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,79.859,4,149297
spotify:track:17vGPZ5EsdvtgAOCD4FLWI,Pop Smoke,AP - Music from the film Boogie,64,1,0.751,0.744,1,-6.859,1,0.177,0.152,0.000568,0.252,148.014,4,171892
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),24,150,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,115.284,4,200186
spotify:track:5RubKOuDoPn5Kj5TLVxSxY,Bad Bunny,TE MUDASTE,12,14,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,92.025,4,130014
spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,124,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,89.96,4,157560
spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),4,55,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,144.026,4,173333
spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Ed Sheeran,Afterglow,18,11,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,110.184,4,185487
spotify:track:5u1n1kITHCxxp8twBcZxWy,"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),4,24,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,86.919,4,212093
spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,147,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,83.903,4,239836
spotify:track:35UUpTmrcFXNIVIN26ujXl,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",Relación - Remix,15,26,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,171.943,4,247308
spotify:track:1xQ6trAsedVPCdbtDAmk0c,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),1,38,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,150.076,4,171375
spotify:track:3SawmGBjjq8EOYZJV11cJm,Post Malone,Only Wanna Be With You - Pokémon 25 Version,74,1,0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,98.036,4,241360
spotify:track:2MJz8BxxMsERULatmBikDH,Pink Sweat$,At My Worst,75,18,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,91.921,4,170345
spotify:track:5Km4r87BoX2qqtoprYS1gh,"KAROL G, Anuel AA, J Balvin",LOCATION,73,3,0.772,0.758,9,-3.891,1,0.0482,0.0433,0.0,0.295,115.977,4,265240
spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,3,127,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,95.799,4,215733
spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,186,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,130.049,4,243837
spotify:track:7BIy3EGQhg98CsRdKYHnJC,Camilo,Ropa Cara,40,6,0.813,0.526,4,-4.787,0,0.125,0.105,0.000661,0.11,170.002,4,163320
spotify:track:3Uo7WG0vmLQ07WB4BDwy7D,Taylor Swift,willow,3,12,0.392,0.579,7,-9.195,1,0.164,0.835,0.00179,0.145,80.961,4,214707
spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,101,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,135.128,4,194088
spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,52,14,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,113.003,4,242253
spotify:track:45S5WTQEGOB1VHr1Q4FuPl,Harry Styles,Golden,44,20,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,139.863,4,208907
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,1,89,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,116.967,4,190800
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,1,64,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,116.971,4,196653
spotify:track:2SAqBLGA283SUiwJ3xOUVI,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk),2,29,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,133.976,4,261493
spotify:track:21N4Buj4xsyLb218lYle61,"Sebastian Yatra, Guaynaa",Chica Ideal,40,19,0.574,0.891,0,-3.665,0,0.157,0.0847,0.0,0.16,100.978,4,183240
spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,65,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,99.048,4,207133
spotify:track:3H7ihDc1dqLriiWXwsc2po,"Topic, A7S",Breaking Me,8,50,0.789,0.72,8,-5.652,0,0.218,0.223,0.0,0.129,122.031,4,166794
spotify:track:7Bk0uXKk1uPT0XuQbpFzvs,"Los Legendarios, Wisin, Jhay Cortez",Fiel,90,3,0.849,0.701,6,-4.407,0,0.06,0.407,0.0,0.112,98.005,4,261667
spotify:track:4PEfJZpVjdclfzZ9XO8uDw,"Kevin Roldan, Bryant Myers, Lyanno",Hasta Abajo,91,7,0.714,0.671,5,-5.119,1,0.362,0.289,0.0,0.325,169.732,4,229827
spotify:track:2bgcUk2A3jjKbCJ7KPquTi,"Wisin, Myke Towers, Los Legendarios",Mi Niña,37,22,0.823,0.821,8,-3.402,0,0.166,0.31,4.28e-06,0.143,99.999,4,213314
spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,76,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,91.019,4,189486
spotify:track:2TksvaRivgAEj780DgRB73,Sech,911,94,3,0.795,0.655,7,-3.815,1,0.0422,0.076,1.76e-06,0.296,93.029,4,215891
spotify:track:7D7EH7MGyNHWSkqrszerI1,"Camilo, El Alfa",BEBÉ,45,13,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,129.972,4,198707
spotify:track:2r6OAV3WsYtXuXjvJ1lIDi,"Pop Smoke, A Boogie Wit da Hoodie",Hello (feat. A Boogie Wit da Hoodie),88,26,0.905,0.647,10,-5.065,0,0.107,0.0187,0.0,0.282,130.97,4,190534
spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Sia,Snowman,12,12,0.716,0.512,1,-6.257,1,0.0331,0.483,0.0,0.0928,104.957,3,165907
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,213,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,124.949,4,204347
spotify:track:249gnXrbfmV8NG6jTEMSwD,BTS,Life Goes On,4,15,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,81.068,4,207481
spotify:track:0EhpEsp4L0oRGM0vmeaN5e,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),10,32,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,168.169,4,232253
spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,8,56,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,99.034,4,162547
spotify:track:7FGdjbZ32vMybPuP0IuE7d,"Pooh Shiesty, Lil Durk",Back In Blood (feat. Lil Durk),102,2,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,146.933,4,184490
spotify:track:2U5WueTLIK5WJLD7mvDODv,Juice WRLD,Wishing Well,7,34,0.65,0.613,9,-6.13,0,0.128,0.00336,0.0,0.267,149.972,4,194621
spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,216,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,85.043,4,211467
spotify:track:3eZYOQO4UzKrUDYDghtnFw,Ariana Grande,test drive,38,2,0.698,0.708,9,-4.943,0,0.0454,0.0251,0.0,0.124,115.036,4,122174
spotify:track:7szuecWAPwGoV1e5vGu8tl,The Weeknd,In Your Eyes,6,47,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,100.021,4,237520
spotify:track:5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Daddy Issues,99,21,0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,85.012,4,260173
spotify:track:6zFMeegAMYQo0mt8rXtrli,Lil Nas X,HOLIDAY,19,16,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,151.947,4,154998
spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,4,207,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,95.05,3,263400
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,1,214,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,95.977,4,233713
spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,74,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,76.469,4,175721
spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,40,50,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,142.094,4,216387
spotify:track:59qrUpoplZxbIZxk6X0Bm3,Jason Derulo,Take You Dancing,30,32,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,112.985,4,190306
spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,183,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,134.021,4,119133
spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,115,21,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,128.945,4,241688
spotify:track:73nAK3HgQK8dak83Y2WQ8F,Camilo,Vida de Rico,25,23,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,87.977,4,187427
spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,1,78,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,186.003,4,230453
spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,18,85,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,159.966,5,240051
spotify:track:68mrW6gXHgupgSiDHgaDi5,"Nicky Jam, Myke Towers",Polvo,82,15,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,82.042,4,211130
spotify:track:1K5KBOgreBi5fkEHvg5ap3,"Future, Drake",Life Is Good (feat. Drake),3,60,0.795,0.574,2,-6.903,0,0.487,0.067,0.0,0.15,142.053,4,237918
spotify:track:5GXAXm5YOmYT0kL5jHvYBt,"The Weeknd, Daft Punk",I Feel It Coming,9,61,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,92.99,4,269187
spotify:track:55Am8neGJkdj2ADaM3aw5H,James Arthur,Train Wreck,62,20,0.311,0.485,6,-5.726,0,0.0365,0.701,0.0,0.0726,77.355,4,208827
spotify:track:2kS6td1yvmpNgZTt1q5pQq,Mother Mother,Hayloft,123,10,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,95.975,4,181680
spotify:track:5y7DaS3jAc9eZzcSOoUIwU,"Ozuna, J Balvin, Chencho Corleone",Una Locura,34,25,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,168.022,4,230693
spotify:track:15OjBeqNX3bShsGYQbteRv,Farruko,La Tóxica,22,26,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,91.97,4,180520
spotify:track:6AGOKlMZWLCaEJGnaROtF9,Ritt Momney,Put Your Records On,18,25,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,91.066,4,210463
spotify:track:2rRJrJEo19S2J82BDsQ3F7,Trevor Daniel,Falling,5,68,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,127.087,4,159382
spotify:track:1iAyJBksvAI6DQEnzv8l1E,"Robin Schulz, KIDDO",All We Got (feat. KIDDO),86,10,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,183.933,4,190218
spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,129,2,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,128.048,4,175047
spotify:track:2Y0wPrPQBrGhoLn14xRYCG,"Juice WRLD, Marshmello",Come & Go (with Marshmello),4,34,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,144.991,4,205485
spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,20,23,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,120.151,4,257800
spotify:track:48q0vSHcJdhK3IiXH8C5WJ,Arctic Monkeys,Why'd You Only Call Me When You're High?,104,10,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,92.004,4,161124
spotify:track:3rq5w4bQGigXOfdN30ATJt,Arctic Monkeys,Do I Wanna Know?,117,10,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,85.03,4,272394
spotify:track:4VXIryQMWpIdGgYR4TrjT1,Juice WRLD,All Girls Are The Same,48,80,0.671,0.529,0,-7.226,1,0.307,0.0769,0.000335,0.0856,161.989,4,165820
spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,11,129,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,71.105,4,354320
spotify:track:4RJz8NfIe09gpKMiRUWKhJ,"Maluma, Lenny Tavárez, Justin Quiles",Parce (feat. Justin Quiles),37,28,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,83.897,4,248345
spotify:track:3U4isOIWM3VvDubwSI3y7a,John Legend,All of Me,110,105,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,119.93,4,269560
spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,109,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,140.048,4,178627
spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,7,49,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,113.011,4,221820
spotify:track:5ddFjrPG8NgQQ6xlOQIVd2,"C. Tangana, Niño de Elche, La Húngara",Tú Me Dejaste De Querer,42,12,0.823,0.723,4,-4.778,0,0.229,0.311,0.00315,0.0998,83.97,4,198493
spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),38,68,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,75.801,4,208687
spotify:track:3CeCwYWvdfXbZLXFhBrbnf,Taylor Swift,Love Story (Taylor’s Version),8,3,0.626,0.79,2,-4.302,1,0.0311,0.135,3.97e-06,0.0989,119.082,4,235767
