uri,artist_names,track_name,peak_rank,weeks_on_chart,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms
spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,"Dynoro, Gigi D'Agostino",In My Mind,6,28,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,125.905,4,184560
spotify:track:2cYnZNzFRFK0H7vSNxPsUq,"Anuel AA, Romeo Santos",Ella Quiere Beber - Remix,33,11,0.751,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,95.239,4,219357
spotify:track:14mHfNsSHN0FbLftyjrV9g,Flipp Dinero,Leave Me Alone,34,19,0.792,0.743,7,-2.806,1,0.0851,0.107,0.0,0.183,150.024,4,195637
spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,36,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,83.903,4,239836
spotify:track:6MJUCumnQsQEKbCy28tbCP,"Daddy Yankee, Anuel AA",Adictiva,38,10,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,99.038,4,207853
spotify:track:0JP9xo3adEtGSdUEISiszL,XXXTENTACION,Moonlight,2,44,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,128.009,4,135090
spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),1,70,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,159.801,4,218147
spotify:track:5N5k9nd479b1xpDZ4usjrg,"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),5,22,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,123.07,4,213309
spotify:track:2G1tXoGBaEMJ7FKGnkf6ud,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,26,18,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.367,143.01,4,203161
spotify:track:1NJcg626wLln4pGHpiV7mf,"Billie Eilish, Khalid",lovely (with Khalid),24,39,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,115.284,4,200186
spotify:track:0todbbT9g5uQGbeFCiBf2F,Ariana Grande,imagine,8,5,0.714,0.474,8,-4.993,1,0.039,0.374,0.0,0.106,62.484,3,212293
spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,"Mau y Ricky, Manuel Turizo, Camilo",Desconocidos,45,10,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,174.006,4,204453
spotify:track:2iUXsYOEPhVqEBwsqP70rE,5 Seconds of Summer,Youngblood,8,40,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,120.274,4,203418
spotify:track:5IaHrVsrferBYDm0bDyABy,"Tyga, Offset",Taste (feat. Offset),6,35,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,97.994,4,232959
spotify:track:7pdF27mSDuPWhppnHAmWHa,XXXTENTACION,whoa (mind in awe),10,6,0.735,0.525,6,-2.939,0,0.0441,0.653,0.918,0.101,160.147,4,157777
spotify:track:58q2HKrzhC3ozto2nDdN4z,"Cardi B, Bad Bunny, J Balvin",I Like It,2,41,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,136.048,4,253390
spotify:track:1LiN0Z98FkR1t0m8KmLcAH,"Anuel AA, Haze",Amanece,50,5,0.79,0.631,8,-5.549,0,0.0425,0.437,0.0,0.158,94.039,4,190005
spotify:track:4uP3pUP18ennmz0tb3GphR,Bad Bunny,Solo de Mi,38,5,0.743,0.73,10,-4.314,0,0.125,0.287,8.1e-05,0.0778,179.972,4,197968
spotify:track:5tAa8Uaqr4VvA3693mbIhU,Zara Larsson,Ruin My Life,28,13,0.665,0.699,11,-5.265,1,0.0578,0.423,0.0,0.0969,124.896,4,190932
spotify:track:2t8yVaLvJ0RenpXUIAC52d,21 Savage,a lot,42,4,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,145.972,4,288624
spotify:track:2RSHsoi04658QL5xgQVov3,Imagine Dragons,Bad Liar,17,10,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,177.913,4,260773
spotify:track:48zFZh27QU5qsrBjn4C2FA,"Ozuna, Manuel Turizo",Vaina Loca,18,29,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,93.982,4,176133
spotify:track:2GGMabyHXnJmjY6CXhhB2e,Cardi B,Money,46,12,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,130.003,4,183527
spotify:track:0jAfdqv18goRTUxm3ilRjb,"A Boogie Wit da Hoodie, Tyga, Offset",Startender (feat. Offset and Tyga),57,4,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,191.971,4,192779
spotify:track:13hvHEstJ4sNbzdroPrPI3,"Dua Lipa, BLACKPINK",Kiss and Make Up,16,13,0.675,0.729,8,-4.383,1,0.146,0.0557,0.0,0.189,99.986,4,190560
spotify:track:3id2EVGKc3eFAMn9nFnB0r,Lukas Graham,Love Someone,53,19,0.538,0.409,9,-6.581,0,0.0505,0.172,0.0,0.11,171.838,4,205440
spotify:track:3ao3OVxHlb3C08vAaApUlm,"Luis Fonsi, Ozuna",Imposible,60,13,0.786,0.764,11,-2.935,1,0.0798,0.122,0.0,0.102,90.979,4,163880
spotify:track:2FY7b99s15jUprqC0M5NCT,Imagine Dragons,Natural,19,26,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,100.0,4,189467
spotify:track:6DCZcSspjsKoFjzjrWoCdn,Drake,God's Plan,1,52,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,77.169,4,198973
spotify:track:2FUNBaa5DwItJtYEBgAblU,21 Savage,monster,47,4,0.89,0.607,9,-6.916,0,0.124,0.158,0.000228,0.118,134.022,4,233040
spotify:track:4VUwkH455At9kENOfzTqmF,"Bazzi, Camila Cabello",Beautiful (feat. Camila Cabello),30,24,0.638,0.717,2,-4.722,1,0.0337,0.346,0.0,0.105,100.027,4,180000
spotify:track:7K7MUBCnzgBAvMVW2RTWNs,"Loud Luxury, Brando",Body,19,33,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,121.958,4,163216
spotify:track:4NdXQlDTzxbOMkzJGWFtz3,Lil Pump,Butterfly Doors,66,2,0.925,0.397,5,-11.265,1,0.169,0.0889,5.12e-05,0.144,130.008,4,132923
spotify:track:7m9OqQk4RVRkw9JJdeAw96,XXXTENTACION,Jocelyn Flores,7,73,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,134.021,4,119133
spotify:track:40T5GIqQ1CegGm2PTEl8Bu,Billie Eilish,idontwannabeyouanymore,68,13,0.483,0.412,7,-8.461,1,0.0402,0.737,0.0,0.116,170.163,3,203569
spotify:track:0TlLq3lA83rQOYtrqBqSct,Drake,Nonstop,1,29,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,154.983,4,238614
spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Rita Ora,Let You Love Me,29,17,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,96.036,4,191120
spotify:track:2qT1uLXPVPzGgFOx4jtEuo,Ariana Grande,no tears left to cry,2,39,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,121.993,4,205920
spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,Drake,In My Feelings,1,29,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,91.03,4,217925
spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,"Becky G, Paulo Londra",Cuando Te Besé,45,24,0.772,0.732,9,-3.713,0,0.213,0.307,5.14e-06,0.106,100.048,4,254383
spotify:track:5rFj8OzffT0iggSjcBaeND,Sam Smith,"Fire On Fire - From ""Watership Down""",74,3,0.584,0.407,1,-7.356,0,0.046,0.476,0.0,0.18,115.124,4,246735
spotify:track:7dNwJbsT0sg1le5kVugGJb,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",Bubalu,71,10,0.8,0.355,6,-10.47,0,0.0895,0.616,0.0,0.118,145.929,4,228493
spotify:track:4BiiOzZCrXEzHRLYcYFiD5,"The Chainsmokers, Winona Oak",Hope,76,3,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,104.941,4,180120
spotify:track:6Gy7rXB6Ku5vIWC7WGWsl3,"6ix9ine, Tory Lanez",KIKA,12,8,0.745,0.715,1,-3.368,0,0.245,0.128,0.0,0.182,94.513,4,136032
spotify:track:6mQLN3zRtAp6ovjusyYKrV,"James Arthur, Anne-Marie",Rewrite The Stars (with James Arthur & Anne-Marie),77,8,0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,125.944,4,218293
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,1,106,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,95.977,4,233713
spotify:track:7uH27oIt4a6cIFCA8ZPcyG,Ozuna,Baila Baila Baila,80,1,0.816,0.754,11,-2.75,0,0.111,0.0361,0.0,0.217,99.966,4,158400
spotify:track:3swc6WTsr7rl9DqQKQA55C,"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign),2,47,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,140.06,4,221440
spotify:track:2BgEsaKNfHUdlh97KmvFyo,Anne-Marie,2002,27,39,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,96.133,4,186987
spotify:track:2D3z17LBMJ2HEHeBFFjTLi,J Balvin,Reggaeton,76,8,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,176.059,4,158800
spotify:track:278kSqsZIiYp8p3QjYAqa8,Bad Bunny,NI BIEN NI MAL,84,3,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85e-05,0.273,128.028,4,236216
spotify:track:7ef4DlsgrMEH11cDZd32M6,"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),2,41,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,123.994,4,214847
spotify:track:63THFs9ovzO3WQsz4lzh0H,Shindy,Dodi,86,1,0.823,0.56,10,-7.057,0,0.0629,0.0101,2.86e-05,0.126,146.958,4,183046
spotify:track:0YammaEkYSeo9vQYZ1OwS6,"David Guetta, Bebe Rexha, J Balvin",Say My Name,68,17,0.703,0.66,10,-5.119,0,0.123,0.137,0.0,0.192,95.031,4,198947
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,102,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,124.949,4,204347
spotify:track:0LQ1J0BCzA2qnAgp9MkkNE,"6ix9ine, Anuel AA",MALA,71,7,0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,100.006,4,206550
spotify:track:3NuK5xMlSlB6K2Qp16zf3h,"Clean Bandit, Demi Lovato",Solo (feat. Demi Lovato),8,35,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,104.966,4,222707
spotify:track:7lAK3oHbfEnvUQWosrMMpR,Travis Scott,YOSEMITE,24,20,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,128.047,4,150043
spotify:track:22An65gG31JLf9n18qjdhZ,XXXTENTACION,BAD!,6,10,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,143.983,4,94246
spotify:track:5vdp5UmvTsnMEMESIF2Ym7,Queen,Another One Bites The Dust - Remastered 2011,36,12,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,109.967,4,214653
spotify:track:76cy1WJvNGJTj78UqeA5zr,Dua Lipa,IDGAF,4,55,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,97.028,4,217947
spotify:track:4KkUjFkcQvGvWekl8RATDn,"6ix9ine, Anuel AA",BEBE,17,20,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,102.063,4,217822
spotify:track:04MLEeAMuV9IlHEsD8vF6A,"French Montana, Drake",No Stylist (feat. Drake),27,17,0.765,0.704,5,-4.589,0,0.127,0.0215,0.0,0.227,147.055,4,192172
spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Armed And Dangerous,34,10,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,130.032,4,169999
spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,4,98,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,95.05,3,263400
spotify:track:5T8EDUDqKcs6OSOwEsfqG7,Queen,Don't Stop Me Now - Remastered 2011,51,12,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,156.295,4,209413
spotify:track:2P91MQbaiQOfbiz9VqhqKQ,Lauv,I Like Me Better,29,85,0.752,0.505,9,-7.621,1,0.253,0.535,2.55e-06,0.104,91.97,4,197437
spotify:track:3V8UKqhEK5zBkBb6d6ub8i,"Nio Garcia, Casper Magico, Bad Bunny, Darell, Ozuna, Nicky Jam",Te Boté - Remix,8,40,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,96.507,4,417920
spotify:track:1rfofaqEpACxVEHIZBJe6W,"Camila Cabello, Young Thug",Havana (feat. Young Thug),1,76,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,104.988,4,217307
spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,2,18,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,120.013,4,196400
spotify:track:1KVczjazCcCCgM3gXXUl47,"benny blanco, Juice WRLD, Brendon Urie",Roses (with Juice WRLD feat. Brendon Urie),95,6,0.612,0.601,8,-7.089,1,0.164,0.168,0.0,0.117,147.018,4,223543
spotify:track:4ofwffwvvnbSkrMSCKQDaC,George Ezra,Shotgun,35,30,0.673,0.735,5,-4.733,1,0.0457,0.286,0.0,0.242,115.744,4,201287
spotify:track:5ixqGGFu0hdHfErdp32QwT,Gabriel Diniz,Jenifer,106,2,0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,160.108,4,160640
spotify:track:1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Thunder,8,90,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,167.997,4,187147
spotify:track:14sOS5L36385FJ3OL8hew4,"Kygo, Sandro Cavazza",Happy Now,37,12,0.693,0.575,9,-6.998,1,0.0801,0.374,0.0,0.252,117.999,4,211362
spotify:track:4QIyEq7TcTdAcxjI2AFlAK,"6ix9ine, Nicki Minaj, Murda Beatz",FEFE,2,26,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,125.978,4,179405
spotify:track:75ZvA4QfFiZvzhj2xkaWAh,Post Malone,I Fall Apart,10,69,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,143.95,4,223347
spotify:track:4S8d14HvHb70ImctNgVzQQ,"Kanye West, Lil Pump",I Love It (& Lil Pump),1,19,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,104.053,4,127947
spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Sam Smith,Too Good At Goodbyes,1,70,0.681,0.372,5,-8.237,1,0.0432,0.64,0.0,0.169,91.873,4,201000
spotify:track:7AFASza1mXqntmGtbxXprO,XXXTENTACION,changes,9,46,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,64.934,4,121887
spotify:track:4NBTZtAt1F13VvlSKe6KTl,"The Chainsmokers, Kelsea Ballerini",This Feeling,23,17,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,105.049,4,197947
spotify:track:4OafepJy2teCjYJbvFE60J,Ariana Grande,breathin,2,22,0.568,0.656,8,-5.413,1,0.0433,0.0211,1.37e-05,0.213,100.049,4,198160
spotify:track:09IStsImFySgyp0pIQdqAc,"Zedd, Maren Morris, Grey",The Middle,6,51,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,107.01,4,184732
spotify:track:7uQmJ1jgNzBpATSoWKSPFu,"Sebastian Yatra, Mau y Ricky",Ya No Tiene Novio,68,20,0.632,0.832,7,-1.948,0,0.154,0.048,0.0,0.0705,182.184,4,198933
spotify:track:3KLygy1YWhmrQx0GRs7IOx,"Jonas Blue, Jack & Jack",Rise,12,33,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,106.046,4,194408
spotify:track:79OEIr4J4FHV0O3KrhaXRb,Rich The Kid,Splashin,119,4,0.942,0.383,10,-8.099,1,0.565,0.00195,0.0,0.0922,100.021,4,177806
spotify:track:7AYuSG1LoaaFVKjOxsB6Vh,Future,Crushed Up,79,2,0.782,0.599,10,-6.817,0,0.209,0.0372,0.0,0.175,157.999,4,150323
spotify:track:6q8Lb50EtqNeeJXXe8mMAH,"KAROL G, Anuel AA",Culpables,89,18,0.728,0.801,8,-2.942,0,0.0683,0.279,4.71e-06,0.143,130.059,4,226627
spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,107,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,85.043,4,211467
spotify:track:4OBZT9EnhYIV17t4pGw7ig,"Daniel Caesar, H.E.R.",Best Part (feat. H.E.R.),120,3,0.473,0.371,4,-10.219,0,0.0405,0.793,0.0,0.109,75.205,4,209400
spotify:track:2xJCMIJfcNYDc5iR0sAm2O,Dua Lipa,New Rules,2,80,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,116.073,4,209320
spotify:track:1fewSx2d5KIZ04wsooEBOz,"Metro Boomin, Gunna",Space Cadet (feat. Gunna),63,7,0.901,0.464,5,-9.789,0,0.0645,0.368,1.71e-05,0.238,109.004,4,203267
spotify:track:7e4KQkp5ZR1gXCAalRjX6B,"Kehlani, Ty Dolla $ign",Nights Like This (feat. Ty Dolla $ign),126,1,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,146.163,4,201788
spotify:track:5N4erncE7kuUccm7zEmwzk,"Silk City, Dua Lipa, Diplo, Mark Ronson",Electricity (with Dua Lipa),14,19,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33e-06,0.338,118.159,4,238173
spotify:track:08bNPGLD8AhKpnnERrAc6G,"Marshmello, Anne-Marie",FRIENDS,4,49,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,95.079,4,202621
spotify:track:2wVDWtLKXunswWecARNILj,JENNIE,SOLO,66,10,0.751,0.642,3,-5.165,0,0.087,0.0861,0.0,0.0953,95.045,4,169567
spotify:track:4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,4,36,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,102.061,4,207905
spotify:track:7AQim7LbvFVZJE3O8TYgf2,"XXXTENTACION, Trippie Redd",Fuck Love (feat. Trippie Redd),19,70,0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,131.036,4,146520
spotify:track:2fuCquhmrzHpu5xcA1ci9x,"Queen, David Bowie",Under Pressure - Remastered 2011,55,11,0.671,0.712,2,-7.815,1,0.0476,0.429,0.0,0.103,113.805,4,248440
spotify:track:7uiBocndm12aKbsdnQ3Scx,Chris Brown,Undecided,110,2,0.441,0.527,3,-5.318,1,0.0966,0.172,0.0,0.233,96.37,4,187298
spotify:track:1mT47pKLXUwPYGwB91GcNz,"KAROL G, Maluma",Créeme,133,6,0.715,0.872,6,-3.501,1,0.0547,0.154,0.000146,0.11,96.939,4,212493
spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,"BlocBoy JB, Drake",Look Alive (feat. Drake),6,49,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,140.022,4,181263
spotify:track:04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,I'm a Mess,52,30,0.63,0.694,11,-6.257,0,0.0253,0.00281,0.0,0.0719,97.005,4,195519
spotify:track:5OCJzvD7sykQEKHH7qAC3C,Ariana Grande,God is a woman,2,27,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,145.031,4,197547
spotify:track:4e4fqjx0Izh4svvTef1z7e,"Bebe Rexha, Florida Georgia Line",Meant to Be (feat. Florida Georgia Line),18,69,0.642,0.772,10,-6.61,1,0.0848,0.0476,0.0,0.0646,153.995,4,164205
spotify:track:059bcIhyc2SBwm6sw2AZzd,"Piso 21, Micro TDH",Te Vi,139,1,0.877,0.777,1,-4.246,1,0.117,0.0446,3.46e-05,0.0863,102.02,4,231848
spotify:track:7GX5flRQZVHRAGd6B4TmDO,Lil Uzi Vert,XO Tour Llif3,10,95,0.732,0.75,11,-6.366,0,0.231,0.00264,0.0,0.109,155.096,4,182707
