uri,artist_names,track_name,peak_rank,weeks_on_chart,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,time_signature,duration_ms
spotify:track:16wAOAZ2OkqoIDN7TpChjR,Justin Bieber,Yummy,2,8,0.676,0.506,9,-6.652,0,0.0958,0.345,0.0,0.118,145.842,4,208520
spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,"Future, Drake",Life Is Good (feat. Drake),3,7,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,142.037,4,237735
spotify:track:3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,2,16,0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,120.006,4,245426
spotify:track:21jGcNKet2qwijlDFuPiPb,Post Malone,Circles,1,26,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,120.042,4,215280
spotify:track:3wYRLYuO1M88d8woWUIxct,"Bad Bunny, Sech",Ignorantes,15,2,0.85,0.536,1,-5.161,1,0.0599,0.267,3.89e-05,0.0996,96.029,4,210607
spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,60,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,109.891,4,182161
spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,17,9,0.787,0.673,11,-4.583,0,0.159,0.264,3.35e-06,0.0904,110.962,4,237893
spotify:track:2b8fOow8UzyDFAE27YhOZM,Maroon 5,Memories,2,23,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,91.019,4,189486
spotify:track:7FIWs0pqAYbP91WWM0vlTQ,"Eminem, Juice WRLD",Godzilla (feat. Juice WRLD),4,6,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,165.995,4,210800
spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,1,48,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,135.128,4,194088
spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Adore You,6,12,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,99.048,4,207133
spotify:track:2QyuXBcV1LJ2rq01KhreMF,BTS,ON,22,1,0.583,0.817,9,-5.146,0,0.0987,0.118,0.0,0.338,105.936,4,246381
spotify:track:22LAwLoDA5b4AaGSkg6bKW,Lil Mosey,Blueberry Faygo,23,3,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,99.034,4,162547
spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,24,11,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,121.975,4,176840
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,1,36,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,116.967,4,190800
spotify:track:2gMXnyrvIjhVBUZwvLZDMP,Lewis Capaldi,Before You Go,19,14,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,111.881,4,215107
spotify:track:6cy3ki60hLwimwIje7tALf,"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),9,20,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,104.994,4,221714
spotify:track:2ZlCGeK30BLRNSPC832pNZ,"Justin Bieber, Post Malone, Clever",Forever (feat. Post Malone & Clever),15,2,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,139.98,4,219933
spotify:track:7sQKy5vlPQllr0k9IjYJv3,"Arcangel, Sech, Dímelo Flow",Sigues Con El,21,10,0.883,0.668,9,-2.957,1,0.113,0.11,0.000529,0.0734,87.972,4,226533
spotify:track:7lidXGPXPYLNThITAOTlkK,Halsey,You should be sad,16,7,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,110.94,4,205473
spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Surfaces,Sunday Best,31,6,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,112.022,4,158571
spotify:track:3yOlyBJuViE2YSGn3nVE1K,"Camila Cabello, DaBaby",My Oh My (feat. DaBaby),15,12,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,105.046,4,170746
spotify:track:5px6upUHM3fhOP621Edp4V,Dua Lipa,Physical,18,4,0.647,0.844,0,-3.756,1,0.0457,0.0137,0.000658,0.102,146.962,4,193829
spotify:track:3IB5qOeMayvpOdHxYCL5tZ,"BTS, Sia",ON (Feat. Sia),34,1,0.591,0.848,9,-4.397,0,0.0828,0.137,0.0,0.372,105.922,4,246816
spotify:track:7CHi4DtfK4heMlQaudCuHK,"MEDUZA, Becky Hill, Goodboys",Lose Control,27,19,0.598,0.526,10,-8.659,0,0.0415,0.129,0.0,0.14,123.935,4,168387
spotify:track:3mQ6SLdxxaL52Yte7KF2Ks,J Balvin,Morado,33,7,0.881,0.696,11,-3.838,0,0.0797,0.137,4.13e-05,0.0927,97.002,4,200667
spotify:track:2ZTYlnhhV1UAReg7wIGolx,Sam Smith,To Die For,30,2,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,171.649,4,193795
spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),38,2,0.726,0.431,8,-8.765,0,0.135,0.731,0.0,0.696,144.026,4,173333
spotify:track:5DxXgozhkPLgrbKFY91w0c,Bad Bunny,Vete,10,14,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,91.976,4,192024
spotify:track:5stPVcRqb4qixbafP9e8lt,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola - Remix,29,15,0.655,0.672,0,-5.98,0,0.311,0.471,0.0,0.0767,181.877,4,249520
spotify:track:07KXEDMj78x68D884wgVEm,"Roddy Ricch, Mustard",High Fashion (feat. Mustard),29,7,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,97.956,4,220487
spotify:track:6XXYdF6pJR1K3wKvuxmu7n,Selena Gomez,Feel Me,42,1,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,99.989,4,226003
spotify:track:5eEQCfq7MXQr6aHLNRUZLs,Anuel AA,Keii,37,3,0.708,0.797,0,-3.095,0,0.0391,0.4,0.0,0.096,88.015,4,210000
spotify:track:2tnVG71enUj33Ic2nFN6kZ,Regard,Ride It,12,25,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,117.948,4,157606
spotify:track:1iSqfoUFnQwV0QW1EfUit8,YNW Melly,Suicidal,23,10,0.735,0.369,9,-9.682,0,0.0688,0.334,0.0,0.126,140.004,4,222997
spotify:track:2nC3QhMI9reBIOWutbU3Tj,Ashe,Moral of the Story,46,1,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,119.812,4,201084
spotify:track:0ono6UCNVZ1XqOm6j78Blu,BTS,Filter,47,1,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,110.042,4,180221
spotify:track:3bkkMZEAhx7rTVz1C0itRQ,BTS,Black Swan,19,6,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,147.023,4,198261
spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,71,0.755,0.522,2,-4.368,1,0.0575,0.533,0.0,0.0685,89.96,4,157560
spotify:track:0hVXuCcriWRGvwMV1r5Yn9,"Ed Sheeran, Justin Bieber",I Don't Care (with Justin Bieber),1,42,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,101.956,4,219947
spotify:track:6mAN61JH0dzyZpWslS11jy,"Rauw Alejandro, Farruko",Fantasias,28,22,0.879,0.703,1,-4.219,1,0.0701,0.143,0.0,0.0569,94.004,4,199711
spotify:track:4VgYtXCVJ7IbWAZ5ryfvEQ,"Nicky Jam, Daddy Yankee",Muévelo,44,7,0.594,0.808,7,-2.409,1,0.0489,0.415,1.39e-05,0.565,188.09,4,194892
spotify:track:4wNIkl5XGiAACjFBlDWuSd,Jonas Brothers,What A Man Gotta Do,27,6,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,113.039,4,180645
spotify:track:3op7HNwLli54MBjFGzIlZO,BTS,Louder than bombs,54,1,0.643,0.667,0,-6.993,0,0.152,0.0433,0.0,0.0904,145.999,4,217404
spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,blackbear,hot girl bummer,9,27,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,129.989,1,185093
spotify:track:1aKuG1GG76xPLUkjBbQo3W,BTS,UGH!,56,1,0.72,0.824,10,-5.086,0,0.128,0.0394,0.0,0.0509,165.998,4,225012
spotify:track:3cqPu20DGTGUoZtbJH2Dmi,Ali Gatie,What If I Told You That I Love You,29,5,0.596,0.366,7,-11.144,1,0.115,0.63,7.04e-06,0.0554,84.394,4,193668
spotify:track:4vTgx6h4seHvkuFh84JXYP,BTS,My Time,58,1,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,99.908,4,234458
spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,BROCKHAMPTON,SUGAR,38,9,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,122.973,4,204533
spotify:track:3JHpk0DOTOzyh0777JFAky,Myke Towers,Diosa,60,2,0.801,0.745,6,-3.733,0,0.063,0.398,0.00603,0.153,104.965,4,214013
spotify:track:6Ozh9Ok6h4Oi1wUSLtBseN,DaBaby,BOP,23,22,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,126.77,4,159715
spotify:track:0TrPqhAMoaKUFLR7iYDokf,"Khalid, Disclosure",Know Your Worth,36,3,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,103.007,4,181436
spotify:track:3Q6F8RByyhRTJpRtZLY3cg,Jack Harlow,WHATS POPPIN,63,4,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,145.062,4,139741
spotify:track:2wrJq5XKLnmhRXHIAf9xBa,"Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",5,21,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,89.991,4,167693
spotify:track:43zdsphuZLzwA9k4DJhU0I,Billie Eilish,when the party's over,9,71,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,82.642,4,196077
spotify:track:0u2P5u6lvoDfwTYjAADbn4,"Billie Eilish, Khalid",lovely (with Khalid),24,97,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,115.284,4,200186
spotify:track:4AlihYDqxXshKhvh5tnMfP,BTS,00:00 (Zero O’Clock),67,1,0.566,0.548,1,-6.456,1,0.0579,0.0802,0.0,0.11,157.999,4,250296
spotify:track:3eekarcy7kvN4yt5ZFzltW,Travis Scott,HIGHEST IN THE ROOM,1,21,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,76.469,4,175721
spotify:track:3QzAOrNlsabgbMwlZt7TAY,"Mustard, Roddy Ricch",Ballin' (with Roddy Ricch),37,21,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,97.008,4,180435
spotify:track:5Xhqh4lwJPtMUTsdBztN1a,"Shakira, Anuel AA",Me Gusta,47,6,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,92.007,4,190570
spotify:track:4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,Lose You To Love Me,1,19,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,102.819,4,206459
spotify:track:2ksOAxtIxY8yElEWw8RhgK,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,2,32,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,105.027,4,301714
spotify:track:70eFcWOvlMObDhURTqT4Fv,"Ed Sheeran, Khalid",Beautiful People (feat. Khalid),3,35,0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,92.979,4,197867
spotify:track:7w05lsU2VLSeiT8Nukrv5M,BTS,Friends,74,1,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,79.98,4,199339
spotify:track:44WLOqH7QayQOQdeUHeKUK,BTS,We are Bulletproof : the Eternal,75,1,0.526,0.575,9,-5.215,0,0.0309,0.225,0.0,0.108,84.047,4,261543
spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,3,94,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,83.903,4,239836
spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),58,16,0.464,0.473,1,-10.086,1,0.129,0.866,0.0,0.109,75.801,4,208687
spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,3,74,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,95.799,4,215733
spotify:track:4BKOjYosPhw334moS3wlbO,BTS,Inner Child,79,1,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,134.953,4,233266
spotify:track:7HMmFQsKsljwTw8bS7lu19,Selena Gomez,Rare,12,7,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,114.998,4,220590
spotify:track:4R8BJggjosTswLxtkw8V7P,"Jhay Cortez, J Balvin, Bad Bunny",No Me Conoce - Remix,20,40,0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,91.973,4,309120
spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,14,15,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,95.39,4,174000
spotify:track:0fea68AdmYNygeTGI4RC18,"J Balvin, Bad Bunny",LA CANCIÓN,17,35,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,176.089,4,242573
spotify:track:1xfXXujIlLZAx5wpu46Nyk,BTS,Moon,84,1,0.703,0.646,6,-6.658,1,0.0596,0.0104,0.0,0.191,141.87,4,208590
spotify:track:5KawlOMHjWeUjQtnuRs22c,"BTS, Halsey",Boy With Luv (feat. Halsey),3,31,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,119.991,4,229773
spotify:track:2TH65lNHgvLxCKXM3apjxI,"Bad Bunny, Tainy",Callaita,7,39,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,176.169,4,250534
spotify:track:3VyjsVV24RmBIbWJAeUJNu,Don Toliver,No Idea,26,13,0.651,0.631,6,-5.717,0,0.0896,0.519,0.000579,0.165,127.994,4,154424
spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,1,58,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,140.048,4,178627
spotify:track:733c1CWmIGymoQXdp7Us88,"A Boogie Wit da Hoodie, London On Da Track, Roddy Ricch, Gunna","Numbers (feat. Roddy Ricch, Gunna and London On Da Track)",53,2,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,133.503,4,188563
spotify:track:57vxBYXtHMk6H1aD29V7PU,The Weeknd,Heartless,4,14,0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,169.954,4,200080
spotify:track:51Fjme0JiitpyXKuyQiCDo,"Y2K, bbno$",Lalala,4,36,0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,129.972,4,160627
spotify:track:6gi6y1xwmVszDWkUqab1qw,"JACKBOYS, Travis Scott, Young Thug",OUT WEST (feat. Young Thug),27,9,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,139.864,4,157712
spotify:track:2grAr8pWMuLWn8ZYEE9wDV,Tones And I,Never Seen The Rain,74,9,0.491,0.461,6,-5.646,0,0.0424,0.44,0.0,0.232,87.808,4,200756
spotify:track:6Gg1gjgKi2AK4e0qzsR7sd,"Juice WRLD, YoungBoy Never Broke Again",Bandit (with YoungBoy Never Broke Again),14,21,0.474,0.631,5,-5.884,0,0.343,0.0687,0.0,0.132,180.051,4,189323
spotify:track:0bMbDctzMmTyK2j74j3nF3,"Alan Walker, Ava Max","Alone, Pt. II",80,9,0.67,0.668,3,-4.306,0,0.0422,0.536,0.0,0.133,88.033,4,179053
spotify:track:5DqdesEfbRyOlSS3Tf6c29,Ali Gatie,It's You,27,37,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,95.971,4,212607
spotify:track:3qM0vBxIe4VUbK0Z0smuVP,"Jhay Cortez, Anuel AA, J Balvin",Medusa,85,3,0.886,0.604,0,-7.293,1,0.208,0.194,3.15e-06,0.107,98.023,4,305333
spotify:track:2FvD20Z8aoWIePi7PoN8sG,"DaBaby, Lil Baby, Moneybagg Yo",TOES (feat. Lil Baby & Moneybagg Yo),65,9,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,160.004,4,136366
spotify:track:2YpeDb67231RjR0MgVLzsG,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,2,47,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,136.041,4,157067
spotify:track:6vBdBCoOhKHiYDDOcorfNo,"Post Malone, Young Thug",Goodbyes (feat. Young Thug),2,34,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,150.231,4,174960
spotify:track:598yNsG1JFrGd4n2kMoz7F,Lil Baby,Woah,56,16,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,142.959,4,183011
spotify:track:6LcauUZjF1eXQrgqMUecHX,Tyga,Ayy Macarena,37,15,0.816,0.629,2,-5.568,1,0.226,0.133,0.0,0.0692,96.493,4,131607
spotify:track:5RUUkFNqH3GRKHg1xjprOb,5 Seconds of Summer,Old Me,103,1,0.721,0.621,0,-3.639,1,0.0483,0.304,0.0,0.266,127.976,4,184667
spotify:track:3r9FFjLrAIQjoR8pSHVPC9,BTS,Outro : Ego,104,1,0.808,0.903,0,-3.106,1,0.0958,0.0121,0.000233,0.0993,116.988,4,196199
spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,2,80,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,100.015,4,214290
spotify:track:6b2RcmUt1g9N9mQ3CbjX2Y,Sam Smith,How Do You Sleep?,7,32,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,110.567,5,202205
spotify:track:2pWOMNQJW3g2zmGjP0Vkb0,"Nicky Jam, Anuel AA",Whine Up,44,17,0.817,0.665,9,-6.224,0,0.0758,0.0549,0.0,0.103,104.957,4,215460
spotify:track:7MZF7YLxOP2to9iblSulLc,Lauv,Modern Loneliness,108,1,0.702,0.508,8,-7.105,1,0.035,0.144,0.0,0.108,82.008,4,252337
spotify:track:2Nib4r0saYQf2pUV4RFDhl,BTS,Interlude : Shadow,109,1,0.385,0.798,9,-6.439,0,0.483,0.115,0.0,0.181,149.756,4,259821
spotify:track:4QPEwDdOMhY7rNS05mTyMR,"Stormzy, Burna Boy, Ed Sheeran",Own It (feat. Ed Sheeran & Burna Boy),36,14,0.817,0.781,7,-4.178,0,0.112,0.00838,5.21e-06,0.123,104.0,4,216707
spotify:track:7na7Bk98usp84FaOJFPv3d,Rauw Alejandro,Tattoo,111,1,0.755,0.617,9,-5.144,1,0.182,0.0217,0.0,0.0625,193.896,4,202887
spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,160,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,124.949,4,204347
spotify:track:6ap9lSRJ0iLriGLqoJ44cq,24kGoldn,CITY OF ANGELS,113,1,0.686,0.541,0,-4.993,0,0.0493,0.042,0.0,0.0675,120.082,4,112493
spotify:track:2rc7BkzO8qepMFAxHtOrXc,J Balvin,Blanco,77,14,0.87,0.706,9,-5.395,0,0.126,0.0253,0.0063,0.0872,100.013,4,145800
spotify:track:43NqTeL8pgBxKHPMiJKUP5,Myke Towers,Girl,105,4,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,93.021,4,186427
spotify:track:0JjM9bKm4wrwohMslcm892,"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),109,3,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,104.0,4,213308
spotify:track:0e7ipj03S05BNilyu5bRzt,"Post Malone, 21 Savage",rockstar (feat. 21 Savage),1,128,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,159.801,4,218147
spotify:track:79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,Dior,118,1,0.548,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,142.094,4,216387
spotify:track:4Of7rzpRpV1mWRbhp5rAqG,Lewis Capaldi,Bruises,66,31,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,111.202,4,220492
spotify:track:37TSJmYKLxXmx8OehFpqMN,BTS,Respect,120,1,0.661,0.84,0,-4.805,1,0.116,0.00485,0.0,0.287,91.457,4,237540
spotify:track:2uIX8YMNjGMD7441kqyyNU,Billie Eilish,ocean eyes,101,59,0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,144.828,4,200560
spotify:track:1lOe9qE0vR9zwWQAOk6CoO,Lil Tecca,Ransom,3,39,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,179.974,4,131240
spotify:track:4u7EnebtmKWzUH433cf5Qv,Queen,Bohemian Rhapsody - Remastered 2011,11,78,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,71.105,4,354320
spotify:track:22vgEDb5hykfaTwLuskFGD,Jonas Brothers,Sucker,2,52,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,137.958,4,181027
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Halsey,Without Me,4,73,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,136.041,4,201661
spotify:track:1Xnn1TPyr5h0hpRAT4B4EA,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Bellaquita - Remix,91,14,0.795,0.715,1,-3.582,1,0.0838,0.141,2.12e-06,0.179,165.941,4,304733
spotify:track:7xQAfvXzm3AkraOtGPWIZg,Post Malone,Wow.,2,62,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,99.96,4,149547
spotify:track:4iiWcajF1fEUpwcUewc464,"Future, DaBaby, Drake, Lil Baby","Life Is Good (feat. Drake, DaBaby & Lil Baby) - Remix",128,1,0.81,0.566,5,-8.33,1,0.433,0.107,0.0,0.122,142.069,4,315346
spotify:track:4vUmTMuQqjdnvlZmAH61Qk,"Ed Sheeran, Camila Cabello, Cardi B",South of the Border (feat. Camila Cabello & Cardi B),10,33,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,97.989,4,204467
spotify:track:113PlnpZbHd3WIqeYjhZWv,"Daddy Yankee, Sech",Definitivamente,114,3,0.813,0.764,8,-3.39,0,0.105,0.586,0.0,0.253,100.047,4,217773
spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,1,164,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,95.977,4,233713
spotify:track:3jbT1Y5MoPwEIpZndDDwVq,"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),24,27,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,80.002,4,270741
spotify:track:4ZLzoOkj0MPWrTLvooIuaa,"Kina, Snøw",Get You The Moon (feat. Snøw),95,37,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,118.917,4,179080
spotify:track:6Hj9jySrnFppAI0sEMCZpJ,Juice WRLD,Robbery,18,32,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,159.966,5,240051
spotify:track:5ry2OE6R2zPQFDO85XkgRb,"Drake, Rick Ross",Money In The Grave (Drake ft. Rick Ross),5,37,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,100.541,4,205427
spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,164,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,85.043,4,211467
spotify:track:37zdqI4r1gswIzczSBkRon,"Lunay, Ozuna, Anuel AA",Aventura,50,18,0.729,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,92.025,4,217130
spotify:track:6RyaV7owmVU6fzEPE17sF1,Daddy Yankee,Que Tire Pa Lante,25,19,0.658,0.901,7,-2.814,1,0.0357,0.0478,0.0,0.12,93.979,4,210520
spotify:track:2rjjNUYONZqC7wSd1i6OFq,"Lizzo, Ariana Grande",Good as Hell (feat. Ariana Grande),29,18,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,95.927,4,159011
spotify:track:0fySG6A6qLE8IvDpayb5bM,DaBaby,VIBEZ,53,22,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,154.187,4,144935
spotify:track:4jAIqgrPjKLTY9Gbez25Qb,Harry Styles,Lights Up,5,20,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,101.987,4,172213
spotify:track:0Q2n5yzl2XRqYbV77tZNYp,TOKYO’S REVENGE,GOODMORNINGTOKYO!,123,7,0.907,0.539,4,-7.782,1,0.36,0.0408,0.0,0.253,124.918,4,150115
spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,2,82,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,155.008,4,312820
